Input,Options,Expected,Output (raw),Predicted
"F: Welches Wort ist länger, ""beenden"" oder ""entsteht""? A:","['beenden', 'entsteht']",entsteht,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W l ä n g e r , W "" b e e n d e n "" W o d e r W "" e n t s t e h t "" ? W a : UTT_BOUNDARY e n t s t e h t W v o n W d e n W w e n i n h f r",entsteht von den weninhfr
"F: Welches Wort ist länger, ""ein"" oder ""hier""? A:","['ein', 'hier']",hier,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W l ä n g e r , W "" e i n "" W o d e r W "" h i e r "" ? W a : UTT_BOUNDARY h i e r W s i n d W d i e W f r a g e n W "" w a r","hier sind die fragen ""war"
"F: Welches Wort ist länger, ""solches"" oder ""offensiv""? A:","['solches', 'offensiv']",offensiv,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W l ä n g e r , W "" s o l c h e s "" W o d e r W "" o f f e n s i v "" ? W a : UTT_BOUNDARY o f f e n s i v e r W g e s t a n d e n W h e u e",offensiver gestanden heue
"F: Welches Wort hat mehr Buchstaben, ""zeit"" oder ""völlig""? A:","['zeit', 'völlig']",völlig,"UTT_BOUNDARY f : W w e l c h e s W w o r t W h a t W m e h r W b u c h s t a b e n , W "" z e i t "" W o d e r W "" v ö l l i g "" ? W a : UTT_BOUNDARY v ö l l i g "" ? W a : UTT_BOUNDARY","völlig""? a:"
"Von den Wörtern ""zeit"" und ""verloren"", welches hat mehr Buchstaben? ","['zeit', 'verloren']",verloren,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" z e i t "" W u n d W "" v e r l o r e n "" , W w e l c h e s W h a t W m e h r W b u c h s t a b e n ? UTT_BOUNDARY v e r l o r e n ? UTT_BOUNDARY",verloren?
"F: Welches Wort ist länger, ""der"" oder ""viel""? A:","['der', 'viel']",viel,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W l ä n g e r , W "" d e r "" W o d e r W "" v i e l "" ? W a : UTT_BOUNDARY v i e l "" ? W a : UTT_BOUNDARY","viel""? a:"
"F: Welches Wort ist länger, ""zeit"" oder ""ehe""? A:","['zeit', 'ehe']",zeit,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W l ä n g e r , W "" z e i t "" W o d e r W "" e h e "" ? W a : UTT_BOUNDARY z e i t u n g : W z e i t "" ? W a : UTT_BOUNDARY","zeitung: zeit""? a:"
"Von den Wörtern ""auch"" und ""Gleichheiten"", welches hat mehr Buchstaben? ","['auch', 'Gleichheiten']",gleichheiten,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" a u c h "" W u n d W "" g l e i c h h e i t e n "" , W w e l c h e s W h a t W m e h r W b u c h s t a b e n ? UTT_BOUNDARY g l e i c h h e i t e n : n v e r e i n n i i v w",gleichheiten:nvereinniivw
"F: Welches Wort hat mehr Buchstaben, ""wissen"" oder ""lang""? A:","['wissen', 'lang']",wissen,"UTT_BOUNDARY f : W w e l c h e s W w o r t W h a t W m e h r W b u c h s t a b e n , W "" w i s s e n "" W o d e r W "" l a n g "" ? W a : UTT_BOUNDARY w i s s e n : W w e r W w e i ß , W w e n n "" ? e","wissen: wer weiß, wenn""?e"
"Von den Wörtern ""Abschied"" und ""heut"", welches hat mehr Buchstaben? ","['Abschied', 'heut']",abschied,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" a b s c h i e d "" W u n d W "" h e u t "" , W w e l c h e s W h a t W m e h r W b u c h s t a b e n ? UTT_BOUNDARY a b s c h i e d e n ? e r z e s b e r g e r n t ö",abschieden?erzesbergerntö
